Age,OTU_3_Median,OTU_3_LowerQuantile,OTU_3_UpperQuantile,OTU_16_Median,OTU_16_LowerQuantile,OTU_16_UpperQuantile,hzo_Median,hzo_LowerQuantile,hzo_UpperQuantile
20836,1.0,1.0,1.0,1.0,1.0,1.0,2503.6685852285173,2366.4891280725246,2641.8641865115915
20886,1.0,1.0,1.0,1.0,1.0,1.0,2504.448107082084,2367.020883097437,2641.8753310667307
20936,1.0,1.0,1.0,1.0,1.0,1.0,2503.9056573231037,2367.1224184507773,2641.6659193302326
20986,1.0,1.0,1.0,1.0,1.0,1.0,2504.7424508623308,2367.5688506264946,2641.9160510981665
21036,1.0,1.0,1.0,1.0,1.0,1.0,2504.7670007754273,2367.432844859166,2642.101156691689
21086,1.0,1.0,1.0,1.0,1.0,1.0,2504.768817190064,2367.089047603943,2642.4485867761846
21136,1.0,1.0,1.0,1.0,1.0,1.0,2504.8301497668017,2367.7334496664116,2641.926849867192
21186,1.0,1.0,1.0,1.0,1.0,1.0,2504.8462864316916,2369.067998632448,2641.6229439941653
21236,1.0,1.0,1.0,1.0,1.0,1.0,2505.968380034246,2369.014505762682,2641.9002104679626
21286,1.0,1.0,1.0,1.0,1.0,1.0,2506.139369702763,2369.4217692075526,2641.8662629480077
21336,1.0,1.0,2.089739727304287,1.0,1.0,1.0,2505.9647644678926,2370.229991696011,2642.6831225497153
21386,1.0,1.0,2.060359645489723,1.0,1.0,1.0,2506.110762006227,2369.3506228180286,2641.818900123748
21436,1.0,1.0,2.5244331814954886,1.0,1.0,1.0,2505.7679561412115,2368.5743605189705,2641.9300209693
21486,1.0,1.0,1.0,1.0,1.0,1.0,2505.649790287226,2368.588173111712,2642.71140746274
21536,1.0,1.0,1.971245969427886,1.0,1.0,1.0,2505.5247709296286,2367.858924905693,2642.1632598936835
21586,1.0,1.0,1.9414121722660995,1.0,1.0,1.0,2504.883525156587,2367.9364635950665,2641.830586718108
21636,1.0,1.0,1.9119753882420167,1.0,1.0,1.0,2504.691113130511,2367.32601612331,2642.056210137712
21686,1.0,1.0,1.8817268745318299,1.0,1.0,1.0,2504.8053060881184,2366.672269024079,2641.915135470202
21736,1.0,1.0,1.8490009500604274,1.0,1.0,1.0,2505.1727237639584,2366.484095555771,2641.694342156393
21786,1.0,1.0,1.915624053065997,1.0,1.0,1.0,2504.2481895097458,2366.575047419706,2641.921331599786
21836,1.0,1.0,2.1848519019502035,1.0,1.0,1.0,2505.1999179264317,2367.683713197125,2641.6501055648137
21886,1.0,1.0,2.455181438583642,1.0,1.0,1.0,2504.556808781786,2367.455136127972,2642.755294816831
21936,1.0,1.0,2.7176694847614367,1.0,1.0,1.0,2505.029996398014,2367.8114721770175,2642.2485206190113
21986,1.0,1.0,2.60664885305334,1.0,1.0,1.0,2505.0756132098177,2368.075727006929,2643.1803372046647
22036,1.0,1.0,2.8064845061752166,1.0,1.0,1.0,2504.877833934199,2367.9686047358678,2642.882336966116
22086,1.0,1.0,2.7625666893664165,1.0,1.0,1.0,2504.818986027085,2367.0415038922233,2643.6562949475997
22136,1.0,1.0,2.7193748941993237,1.0,1.0,1.0,2505.1729015504316,2368.121598601749,2643.2866177002666
22186,1.0,1.0,2.672649413142749,1.0,1.0,1.0,2504.4768380885857,2367.089781830972,2642.9289102861812
22236,1.0,1.0,2.6594082067173495,1.0,1.0,1.0,2503.7920822413616,2368.2085056721526,2642.578420461812
22286,1.0,1.0,2.587347068206908,1.0,1.0,1.0,2504.184688920908,2367.1889358736858,2643.321000609493
22336,1.0,1.0,2.5428229217793716,1.0,1.0,1.0,2504.594281496811,2366.1857452062777,2643.002817787344
22386,1.0,1.0,2.495678115505574,1.0,1.0,1.0,2504.565877778032,2366.67439477091,2643.534637996146
22436,1.0,1.0,2.442297922739223,1.0,1.0,1.0,2504.3835054658084,2366.371805220811,2643.4734221189697
22486,1.0,1.0,2.399936758504598,1.0,1.0,1.0,2504.839421955848,2366.4991024152177,2643.1797414964785
22536,1.0,1.0,2.342726035680686,1.0,1.0,1.0,2504.3160374894624,2366.670821417122,2643.1277384437717
22586,1.0,1.0,2.3010149910395286,1.0,1.0,1.0,2505.1105320114525,2367.420918010244,2642.800146012661
22636,1.0,1.0,2.259059598132676,1.0,1.0,1.0,2505.210614804915,2366.9632508811083,2642.369416808062
22686,1.0,1.0,2.2039194421704384,1.0,1.0,1.0,2505.7256859823106,2367.1478225302276,2643.212385155243
22736,1.0,1.0,2.1479607316267644,1.0,1.0,1.0,2505.1625863013005,2367.3464467352624,2642.978725867338
22786,1.0,1.0,2.725446216485532,1.0,1.0,1.0,2505.562535937007,2366.5795394234865,2642.356823844015
22836,1.0,1.0,4.520029403204567,1.0,1.0,1.0,2504.4515536264576,2367.6619525537126,2642.3354715077844
22886,1.0,1.0,2.560681175285275,1.0,1.0,1.0,2504.434903807342,2366.5538780618504,2643.4102234079564
22936,1.0,1.0,5.063871721610102,1.0,1.0,1.0,2504.363768898516,2366.2198404478804,2643.621761288269
22986,1.0,1.0,5.372654939572998,1.0,1.0,1.0,2505.4958524758135,2366.526454112231,2643.371003608187
23036,1.0,1.0,5.647455371864631,1.0,1.0,1.0,2505.47918338359,2366.5136349185404,2644.44473184864
23086,1.0,1.0,5.390206080589882,1.0,1.0,1.0,2505.4625817063265,2367.6120583124675,2643.3131051001856
23136,1.0,1.0,2.87710089753517,1.0,1.0,1.0,2505.607318167165,2367.7586110029824,2643.4560253313475
23186,1.0,1.0,4.873432495754955,1.0,1.0,1.0,2505.4292434052895,2367.5863297993806,2643.2721570111985
23236,1.0,1.0,4.909835959173688,1.0,1.0,1.0,2505.412587829654,2367.57689998825,2643.2482756710588
23286,1.0,1.0,5.083031950729794,1.0,1.0,1.0,2505.3959361657376,2367.5684598419657,2643.223412489509
23336,1.0,1.0,5.2773967389984096,1.0,1.0,1.0,2505.3792756679777,2367.557784733404,2643.2007666025515
23386,1.0,1.0,5.473586770440749,1.0,1.0,1.0,2504.268793588646,2366.449278888132,2643.182113961386
23436,1.0,1.0,5.678140043002883,1.0,1.0,1.0,2504.252125336989,2366.4339544388736,2643.1640912422326
23486,1.0,1.0,5.675799475118984,1.0,1.0,1.0,2504.2355255763277,2366.4244517241755,2643.140338109846
23536,1.0,1.0,5.577487615126502,1.0,1.0,1.0,2504.2190082680663,2366.4219574634817,2643.1096864599886
23586,1.0,1.0,5.280369161032121,1.0,1.0,1.0,2504.2023539969696,2366.4078213618113,2643.090494033994
23636,1.0,1.0,5.487564991679577,1.0,1.0,1.0,2504.1858141259777,2366.403409269069,2641.968218982887
23686,1.0,1.0,5.337132367082291,1.0,1.0,1.0,2504.1692120938997,2366.393713483964,2641.9447107038354
23736,1.0,1.0,5.181077791116582,1.0,1.0,1.0,2504.1525870614837,2366.382062670167,2641.9231114528006
23786,1.0,1.0,5.3303324658514395,1.0,1.0,1.0,2504.1359410440027,2366.36862812584,2641.9032539621653
23836,1.0,1.0,5.775236886437709,1.0,1.0,1.0,2504.1193421519256,2365.26586477324,2641.8794850630625
23886,1.0,1.0,5.605686163278023,1.0,1.0,1.0,2505.196016617512,2366.348698063712,2641.8567632255827
23936,1.0,1.0,5.455895839738232,1.0,1.0,1.0,2505.1793554383526,2366.3378967012336,2642.9275743428952
23986,2.2910031828657145,1.0,4.885322265363676,1.0,1.0,1.0,2505.162672651489,2366.321585374396,2642.910523020889
24036,1.0,1.0,5.420821758587823,1.0,1.0,1.0,2505.1460250750497,2366.3142527055193,2643.97779744458
24086,1.0,1.0,5.718900892183261,1.0,1.0,1.0,2505.1293702509283,2367.3981765894578,2643.9536686239976
24136,1.0,1.0,5.841728099766761,1.0,1.0,1.0,2505.1126998887635,2367.3850057864156,2643.9334709284317
24186,1.0,1.0,6.050111077496115,1.0,1.0,1.0,2505.0960573726193,2367.378880026445,2643.9062281897945
24236,1.0,1.0,6.054571205488474,1.0,1.0,1.0,2505.079388788117,2367.3661589720373,2643.8855807455934
24286,1.0,1.0,5.858721160515847,1.0,1.0,1.0,2505.0627232657303,2367.35421263282,2643.8641585862033
24336,1.0,1.0,5.664555648594717,1.0,1.0,1.0,2505.046069703149,2366.2524288103054,2643.839710595992
24386,2.5859624282309195,1.0,5.471136436224112,1.0,1.0,1.0,2505.029399969893,2366.2394461532726,2643.819353786513
24436,2.4925094468467845,1.0,5.281578611531432,1.0,1.0,1.0,2505.0127497993703,2366.231451993288,2643.794047605453
24486,2.461042704248915,1.0,5.229750505738743,1.0,1.0,1.0,2504.996111339281,2367.319118539822,2643.765778684768
24536,2.76962099688197,1.0,5.871356944481847,1.0,1.0,1.0,2504.979465746681,2367.3122144366384,2642.646717056724
24586,2.5705989272299505,1.0,5.483839526253833,1.0,1.0,1.0,2505.408651697161,2366.7258817914767,2642.9819594436003
24636,2.7440362697880665,1.0,5.830770156545588,1.0,1.0,1.0,2504.946147694734,2367.2916089432742,2642.600686446194
24686,2.457135518105274,1.0,5.268561055049785,1.0,1.0,1.0,2504.9294936640053,2367.282569993524,2642.5764173344874
24736,2.5067414353625788,1.0,5.373642460994155,1.0,1.0,1.0,2504.912810343297,2367.2661206789894,2643.6519340525597
24786,2.6354172797926982,1.0,5.638964264572317,1.0,1.0,1.0,2504.8961727089727,2367.2612300195365,2642.531115398409
24836,2.6266148429465,1.0,5.638568525079405,1.0,1.0,1.0,2504.879517746625,2367.2519553701336,2642.5070801231163
24886,2.5073216535116303,1.0,8.327992734272852,1.0,1.0,1.0,2504.8628554208144,2367.2408177647294,2642.484893076899
24936,2.503964336256456,1.0,8.350985671935424,1.0,1.0,1.0,2504.846188114006,2366.1362154577623,2642.463956261145
24986,2.59172153063529,1.0,8.682919515957558,1.0,1.0,1.0,2504.8295231833818,2366.1244574718808,2642.442423023139
25036,2.321208461649656,1.0,7.9377987614600825,1.0,1.0,1.0,2504.812836593284,2365.0150057667456,2642.426326313157
25086,2.454740385177997,1.0,8.345245733265097,1.0,1.0,1.0,2503.7040248160156,2365.0020073573482,2642.4060422746834
25136,2.350720866594743,1.0,8.03520053024298,1.0,1.0,1.0,2503.687498266834,2364.998832751868,2641.284127045462
25186,2.374377191926274,1.0,8.160464891187841,1.0,1.0,1.0,2503.67095342035,2364.9940906774696,2641.2558723621055
25236,2.402031076019363,1.0,11.33203053301751,1.0,1.0,1.0,2503.654242154193,2364.9750919844714,2642.333392323915
25286,2.363773890075739,1.0,11.417922588978815,1.0,1.0,1.0,2504.7295630079398,2364.969533442647,2642.305842111275
25336,2.3388165628719344,1.0,11.465963675768794,1.0,1.0,1.0,2504.71290070787,2364.958490146647,2642.283648604074
25386,2.3911247597151095,1.0,11.78924334787662,1.0,1.0,1.0,2504.6962600883267,2366.044762818675,2642.256013284989
25436,2.256267370199666,1.0,14.383938907557832,1.0,1.0,1.0,2504.6795845699507,2364.9385783449547,2642.237137572681
25486,2.407198121172096,1.0,15.463775734096561,1.0,1.0,1.0,2504.662919355144,2364.926785961517,2642.2156756644954
25536,2.1600628299073916,1.0,17.435372762280267,1.0,1.0,1.0,2504.6462642245297,2366.0092155202537,2642.1916826240476
25586,2.1242545550978993,1.0,17.699211049641445,1.0,1.0,1.0,2504.629604089781,2365.998680482508,2642.168945621406
25636,2.2940524717955193,1.0,18.787084591354358,1.0,1.0,1.0,2504.612966319055,2365.993848270778,2642.1405952488417
25686,2.121586045122838,2.121586045122838,21.530280798752898,1.0,1.0,1.0,2504.596314386092,2365.9854046883347,2642.11579959804
25736,2.0691940892787284,2.0691940892787284,21.837563638323772,1.0,1.0,1.0,2504.579618174705,2365.9656701079,2643.1935662415094
25786,2.0345338242091833,2.0345338242091833,21.927727862165803,1.0,1.0,1.0,2504.5629698080716,2365.9581359395875,2642.076427031922
25836,1.851107004789239,1.851107004789239,24.121878392998198,1.0,1.0,1.0,2503.6290234974144,2365.097792709252,2643.2957561772823
25886,1.654254632623596,1.654254632623596,26.53468944367683,1.0,1.0,1.0,2503.438346189555,2365.9350970426813,2643.124186592728
25936,1.5603559583654067,1.5603559583654067,26.43858907683239,1.0,1.0,1.0,2504.512976443233,2364.83196799714,2643.1027270108407
25986,1.4717745300670977,1.4717745300670977,29.60387142019908,1.0,1.0,1.0,2503.4050445288967,2363.724907630754,2643.08518142704
26036,1.3069159200114142,1.3069159200114142,32.16611966543779,1.0,1.0,1.0,2503.437091228927,2364.8514549052866,2643.1139530354303
26086,3.8974004073690844,1.0,36.57253051501145,1.0,1.0,1.0,2504.4629870167373,2364.7981888532127,2641.945522708957
26136,1.0837303733127628,1.0837303733127628,41.11291934124746,1.0,1.0,1.0,2503.3552558170345,2364.7887250406948,2643.0128616388574
26186,3.9857773177615607,1.0,42.096605340414875,1.0,1.0,1.0,2504.4296814768027,2364.7810007337725,2642.9873569015276
26236,3.8668259253031123,1.0,45.65644314515696,1.0,1.0,1.0,2503.9906835919405,2365.5578601902384,2642.4235069936426
26286,3.7954412655423853,1.0,48.91661254055664,1.0,1.0,1.0,2504.396407055181,2365.8626271849853,2641.839369761044
26336,3.19015677755842,1.0,52.91651458090041,1.0,1.0,1.0,2504.3797465965804,2365.8520095650565,2641.8167140451787
26386,2.934410026263609,1.0,58.997204211354294,1.0,1.0,1.0,2504.3047487795393,2366.0766787606995,2641.4357706236265
26436,2.8101986134820844,1.0,61.87317241649764,1.0,1.0,1.0,2503.8497658243555,2366.2699173754418,2642.5573179490802
26486,2.973408841064967,1.0,59.82375935482897,1.0,1.0,1.0,2504.3297495504758,2365.816160778138,2642.843338322813
26536,2.40232433010323,1.0,68.14539434871713,1.0,1.0,1.0,2505.403691614697,2365.8076023037797,2642.8185920301316
26586,1.999254515418943,1.0,72.26753610932123,1.0,1.0,1.0,2505.386972028766,2365.799928894332,2642.792967614225
26636,2.376814427143806,1.0,74.69056178221766,1.0,1.0,1.0,2504.279781398436,2365.787679977775,2642.7718828190973
26686,2.400566357800873,1.0,76.20624020763077,1.0,1.0,1.0,2504.2631112736644,2365.7745974842446,2642.7516250630842
26736,2.1465764465358252,1.0,70.69514229777026,1.0,1.0,1.0,2504.2464434241106,2365.762095171264,2642.7307916769573
26786,1.3084318156611705,1.3084318156611705,89.45501341616193,1.0,1.0,1.0,2504.2298103663675,2365.7584647700264,2642.701155962709
26836,1.1536758119420012,1.1536758119420012,98.98143391592644,1.0,1.0,1.0,2505.303430923145,2365.747071718484,2642.679222015233
26886,3.6669010900225834,1.0,124.13691909237389,1.0,1.0,1.0,2504.4422399224627,2365.903070115417,2641.864158360097
26936,3.217313923886087,1.0,135.90474960819247,1.0,1.0,1.0,2504.179821244757,2365.7246367290854,2642.6350057604286
26986,1.0,1.0,118.88273923848908,1.0,1.0,1.0,2505.253306991726,2366.805312454024,2642.611159840155
27036,2.6001650964869794,1.0,68.76051728057185,1.0,1.0,1.0,2504.1465120577946,2365.7063927001504,2642.586631415439
27086,1.0,1.0,50.510402831524665,1.0,1.0,1.0,2504.1298252769493,2365.689062907796,2643.6606723891664
27136,1.680868194295797,1.680868194295797,32.75647839109083,1.0,1.0,1.0,2504.1131644474963,2365.6783507205587,2643.6380160777953
27186,1.84084733603434,1.0,23.630172708305366,1.0,1.0,1.0,2504.096500382573,2365.6668134884035,2643.6161848113425
27236,2.368523611946733,1.0,15.04648117992042,1.0,1.0,1.0,2505.3083539303357,2366.3611104601705,2643.1615246172714
27286,1.0,1.0,9.532235890303742,1.0,1.0,1.0,2505.1530704923484,2366.7383508569874,2644.657669809878
27336,1.0,1.0,6.145531565968694,1.0,1.0,1.0,2505.1363335291476,2366.7350032237355,2643.5376638345597
27386,1.0,1.0,2.889014507243434,1.0,1.0,1.0,2505.1196069257226,2367.818724113158,2643.510179284418
27436,1.0,1.0,3.0733218537914997,1.0,1.0,1.0,2505.1029127733923,2367.804525523393,2643.490969763471
27486,1.0,1.0,3.0040918861666226,1.0,1.0,1.0,2505.0861931967243,2367.7967084424163,2643.4652770363837
27536,1.0,1.0,3.005121473723375,1.0,1.0,1.0,2505.0694614829113,2367.791937784839,2642.346985180983
27586,1.0,1.0,3.106873096511529,1.0,1.0,1.0,2505.052753931601,2367.7811023389936,2643.4138630765306
27636,1.0,1.0,2.9397538359807323,1.0,1.0,1.0,2503.9466429029376,2367.772142103305,2643.3893317217608
27686,1.0,1.0,3.0554685456043407,1.0,1.0,1.0,2504.4962932574094,2366.7802342430327,2643.3140807439013
27736,1.0,1.0,2.9414895073436083,1.0,1.0,1.0,2505.0026434638116,2366.656195167677,2643.3490917599465
27786,1.0,1.0,1.0,1.0,1.0,1.0,2504.9859202193247,2366.649376699671,2643.3224637389785
27836,1.0,1.0,1.0,1.0,1.0,1.0,2504.9691821334764,2367.735469545122,2642.2028947218305
27886,1.0,1.0,1.0,1.0,1.0,1.0,2504.9524988434837,2366.6293861409335,2642.186453178297
27936,1.0,1.0,1.0,1.0,1.0,1.0,2503.846656317084,2366.612724823825,2643.2589041832525
27986,1.0,1.0,1.0,1.0,1.0,1.0,2503.8299941409587,2366.60162508874,2643.2365912733717
28036,1.0,1.0,1.0,1.0,1.0,1.0,2504.902402187362,2366.5904421700216,2643.2143622047024
28086,1.0,1.0,2.831380113329056,1.0,1.0,1.0,2503.7966763009945,2366.581073227071,2643.1903048205354
28136,1.0,1.0,2.9956311088460663,1.0,1.0,1.0,2503.780003619543,2366.5673156445105,2643.1706707687827
28186,1.0,1.0,2.7878276188728908,1.0,1.0,1.0,2503.7633574767797,2366.560272349939,2643.144269351665
28236,1.0,1.0,2.809165654012666,1.0,1.0,1.0,2504.835579360199,2366.5454201492475,2643.1257385711506
28286,1.0,1.0,2.8471823371996337,1.0,1.0,1.0,2504.8188710290347,2366.5348286105736,2644.1917641752007
28336,2.1062034775941187,1.0,13.162815046507799,1.0,1.0,1.0,2503.713355128011,2365.4341580095597,2643.0813648221974
28386,1.4927395209765886,1.0,24.235821024578,1.0,1.0,1.0,2504.785437736525,2365.429131829121,2643.0530225040275
28436,1.0,1.0,39.056285663928044,1.0,1.0,1.0,2504.7687516395317,2365.4129187405833,2643.0358670939568
28486,2.710533532034472,1.0,54.607424688369804,1.0,1.0,1.0,2504.752029459497,2366.4945484106684,2644.0981520913874
28536,2.0043899630906568,1.0,66.13714173400663,1.0,1.0,1.0,2504.7353279362223,2366.4822344759996,2644.077028431565
28586,4.477290546730848,1.482883795895396,79.33745931761715,1.0,1.0,1.0,2504.7186457640655,2365.3764135188853,2644.060878009246
28636,5.676422278905512,1.0,87.91324322279277,1.0,1.0,1.0,2504.7019136198146,2366.4604578806193,2644.031884758531
28686,11.488186939910403,1.0,91.96979318415174,1.0,1.0,1.0,2505.773702249023,2365.3588725175423,2644.0115578761392
28736,12.23638980635612,1.0,92.32562104406675,1.0,1.0,1.0,2504.6685266895533,2365.3432740539847,2643.993779325122
28786,12.473209910708253,1.0,88.50307327727693,1.0,1.0,1.0,2504.651782991978,2366.4301087535514,2643.961816870077
28836,13.040094099114164,1.0,86.67705535982294,1.0,1.0,1.0,2505.7233240837104,2366.4247503558927,2643.93362770428
28886,12.01473651270916,1.0,82.01933075246058,1.0,1.0,1.0,2504.61832926132,2366.418303963469,2642.8183545591714
28936,10.84915377601795,1.0,75.1794068472977,1.0,1.0,1.0,2505.6897380894493,2367.4978491008033,2643.8816270780953
28986,7.194253705710576,1.0,70.18657200353185,1.0,1.0,1.0,2504.584878807864,2366.4056700414217,2642.7640875743054
29036,5.891579748116868,1.0,64.28216191041494,1.0,1.0,1.0,2504.958779746984,2366.155696308356,2642.6424834804625
29086,4.350781393309738,1.0,59.990209992220116,1.0,1.0,1.0,2504.5514642307476,2367.4718925142142,2642.718969056142
29136,3.5976258224796407,1.0,57.7649010999676,1.0,1.0,1.0,2505.622666830953,2366.37117636138,2642.6983527619395
29186,2.260479740208282,1.0,52.75263343760084,1.0,1.0,1.0,2505.60588935048,2366.3623546073454,2642.673743863253
29236,1.6608372756260117,1.0,51.32740653244292,1.0,1.0,1.0,2505.589216669156,2366.344694791688,2643.745890719456
29286,1.0,1.0,50.44541591881812,1.0,1.0,1.0,2505.5724194419836,2366.3375383426146,2642.631755524175
29336,1.0,1.0,51.583350165011865,1.0,1.0,1.0,2505.55559768186,2367.4201316737967,2642.603382855214
29386,1.0,1.0,1.0,1.0,1.0,1.0,2505.5388592389813,2367.4079816202247,2643.6697368577384
29436,1.0,1.0,1.0,1.0,1.0,1.0,2505.5221462648615,2366.3060751247444,2643.650591849196
29486,1.0,1.0,1.0,1.0,1.0,1.0,2505.505426245722,2366.2924074648936,2643.630843317325
29536,1.0,1.0,1.0,1.0,1.0,1.0,2505.4886352364765,2366.2847266372924,2643.6050132997293
29586,1.0,1.0,1.0,1.0,1.0,1.0,2505.4717913365043,2367.368930363155,2643.5746523098537
29636,1.0,1.0,1.0,1.0,1.0,1.0,2505.4550164951806,2367.3598256461732,2643.5502073441876
29686,1.0,1.0,1.0,1.0,1.0,1.0,2505.4382765783394,2367.347798914121,2643.528754242558
29736,1.0,1.0,1.0,1.0,1.0,1.0,2505.421494135344,2368.426591337003,2643.5036580670044
29786,1.0,1.0,1.0,1.0,1.0,1.0,2506.491996922644,2367.326365609516,2643.4831652465045
29836,1.0,1.0,99.60158163941699,1.0,1.0,1.0,2506.4751712566317,2368.403955406905,2643.4592121784085
29886,1.0,1.0,96.76878163380015,1.0,1.0,1.0,2505.980726811629,2367.4628207777596,2644.498632845499
29936,1.0,1.0,1.0,1.0,1.0,1.0,2506.232257814286,2367.7493204037214,2643.570708138813
29986,1.0,1.0,1.0,1.0,1.0,1.0,2505.337806347605,2366.1911261332643,2643.397403122771
30036,1.0,1.0,100.11370971514874,1.0,1.0,1.0,2505.3210678228857,2367.2660663662064,2644.463116535129
30086,1.0,1.0,85.61859372284208,1.0,1.0,1.0,2505.3042037817086,2367.264424703575,2643.3439828598416
30136,1.0,1.0,85.22884662490641,1.0,1.0,1.0,2505.28739421343,2367.2582254751474,2643.316562951713
30186,1.0,1.0,99.0459334053589,1.0,1.0,1.0,2505.270662481847,2367.245513909863,2643.295811053831
30236,1.0,1.0,1.0,1.0,1.0,1.0,2505.2538259132994,2367.241573703929,2642.1793674753517
30286,1.0,1.0,1.0,1.0,1.0,1.0,2505.2371584900548,2367.2234816743216,2643.2508353057874
30336,1.0,1.0,108.153304522642,1.0,1.0,1.0,2504.8383475089704,2366.101721573079,2642.4825590674136
30386,1.0,1.0,1.0,1.0,1.0,1.0,2504.7351944886796,2366.702410480494,2642.7679784968645
30436,1.0,1.0,1.0,1.0,1.0,1.0,2505.1867543745443,2367.202826682112,2642.084194447351
30486,1.0,1.0,1.0,1.0,1.0,1.0,2505.1700872320725,2367.184711161129,2643.1554633030164
30536,1.0,1.0,1.0,1.0,1.0,1.0,2504.6333560038415,2366.502988458303,2642.76372354938
30586,1.0,1.0,1.0,1.0,1.0,1.0,2504.5037951900936,2366.6378043118634,2642.369786068324
30636,1.0,1.0,1.0,1.0,1.0,1.0,2504.0334915010158,2366.059281006859,2643.0941131014265
30686,1.0,1.0,1.0,1.0,1.0,1.0,2504.016774857183,2366.050792573425,2643.0691034581355
30736,1.0,1.0,1.0,1.0,1.0,1.0,2504.0000552253487,2366.0430601042544,2641.957050346443
30786,1.0,1.0,1.0,1.0,1.0,1.0,2503.9833665962346,2366.027483946859,2643.0255160381253
30836,1.0,1.0,1.0,1.0,1.0,1.0,2503.966670274451,2364.9276113872306,2641.9194865141158
30886,1.0,1.0,1.0,1.0,1.0,1.0,2503.9499414116244,2366.008457006788,2641.8914258164605
30936,1.0,1.0,1.0,1.0,1.0,1.0,2503.9331814526254,2367.096929311441,2641.85543559493
30986,1.0,1.0,1.0,1.0,1.0,1.0,2503.9165056909173,2365.9920956991914,2642.926934658956
31036,1.0,1.0,1.0,1.0,1.0,1.0,2504.985791045552,2365.9795751867414,2642.9060208429655
31086,1.0,1.0,1.0,1.0,1.0,1.0,2504.9690210176036,2365.9701249364225,2642.8819882231505
31136,1.0,1.0,1.0,1.0,1.0,1.0,2504.9522867604337,2365.9576580171793,2642.8610199666314
31186,1.0,1.0,1.0,1.0,1.0,1.0,2506.0212074696033,2367.041456349782,2642.8293999781768
31236,1.0,1.0,1.0,1.0,1.0,1.0,2504.2815596025007,2366.1414598559727,2643.5267801470004
31286,1.0,1.0,1.0,1.0,1.0,1.0,2503.816288385436,2365.920278046413,2643.88388943846
31336,1.0,1.0,1.0,1.0,1.0,1.0,2504.885303096464,2365.9117232494546,2643.8588829434734
31386,1.0,1.0,1.0,1.0,1.0,1.0,2504.868491658634,2365.905765232508,2642.7455717845555
31436,1.0,1.0,1.0,1.0,1.0,1.0,2504.8517050828245,2365.8977105184777,2642.720121564638
31486,1.0,1.0,1.0,1.0,1.0,1.0,2504.834974592621,2365.884925918364,2642.6994760116104
31536,1.0,1.0,1.0,1.0,1.0,1.0,2504.8182064017205,2365.875320743724,2642.6756007655135
31586,1.0,1.0,1.0,1.0,1.0,1.0,2504.8013737407337,2366.9565448993817,2642.6462025820856
31636,1.0,1.0,1.0,1.0,1.0,1.0,2504.784626232975,2366.945153274137,2643.709449372591
31686,1.0,1.0,1.0,1.0,1.0,1.0,2504.7678664936543,2366.9347850228633,2643.686247818546
31736,1.0,1.0,1.0,1.0,1.0,1.0,2505.836386676368,2366.9228909621297,2643.6646207053386
31786,1.0,1.0,1.0,1.0,1.0,1.0,2505.819559301889,2366.913391596603,2643.6405225719777
31836,1.0,1.0,1.0,1.0,1.0,1.0,2505.802747812208,2366.9030948142135,2643.617247271156
31886,1.0,1.0,1.0,1.0,1.0,1.0,2504.700771114711,2366.8980326301325,2642.5035095992894
31936,1.0,1.0,1.0,1.0,1.0,1.0,2504.6841555025194,2365.790499051396,2643.577811953642
31986,1.0,1.0,1.0,1.0,1.0,1.0,2504.667396934666,2365.7800823330713,2643.5547115362606
32036,1.0,1.0,1.0,1.0,1.0,1.0,2504.650620814803,2366.856141732495,2643.5300957953973
32086,1.0,1.0,1.0,1.0,1.0,1.0,2504.6338184421425,2365.764423321344,2642.4182964135593
32136,1.0,1.0,1.0,1.0,1.0,1.0,2504.6170233806456,2366.841927508184,2642.3921192531075
32186,1.0,1.0,1.0,1.0,1.0,1.0,2504.600229296292,2366.8344327913474,2642.366025801237
32236,1.0,1.0,1.0,1.0,1.0,1.0,2504.583573603333,2365.7305702390536,2643.436576967613
32286,1.0,1.0,1.0,1.0,1.0,1.0,2504.5666858198665,2366.815704103458,2642.317667536275
32336,1.0,1.0,1.0,1.0,1.0,1.0,2504.549813456296,2367.899286737652,2642.28486816477
32386,1.0,1.0,1.0,1.0,1.0,1.0,2504.5332207913893,2366.790411937252,2643.360618691622
32436,1.0,1.0,1.0,1.0,1.0,1.0,2505.600940203515,2367.867548890383,2643.334331516647
32486,1.0,1.0,1.0,1.0,1.0,1.0,2505.5841791551375,2367.854689234937,2643.313669075338
32536,1.0,1.0,1.0,1.0,1.0,1.0,2505.567344086597,2367.8455157836006,2643.289172389593
32586,1.0,1.0,142.0500020579073,1.0,1.0,1.0,2505.5506043077803,2366.747195270921,2644.35401334464
32636,1.0,1.0,140.1290239058774,1.0,1.0,1.0,2505.533689440425,2367.8263974336783,2643.2409814471716
32686,1.0,1.0,147.77017961117798,1.0,1.0,1.0,2505.51686509701,2366.73243652286,2642.1327869746888
32736,1.0,1.0,141.7491557694276,1.0,1.0,1.0,2504.415863946722,2366.7210695201916,2643.194869352989
32786,1.0,1.0,180.3261494060486,1.0,1.0,1.0,2505.4832907589207,2366.7094011662034,2643.173009339195
32836,1.0,1.0,488.7015765718417,1.0,1.0,1.0,2504.6323719649918,2366.7045682499875,2643.6548407888454
32886,1.0,1.0,719.6195672027292,1.0,1.0,1.0,2505.4498620445825,2366.6790554972554,2644.2206685919095
